postal,active_total,candidate_total,delta_total,active_bus,candidate_bus,delta_bus,active_covered_ratio,candidate_covered_ratio,delta_covered_ratio,active_state,candidate_state,active_routing_type,candidate_routing_type
048823,60.0,60.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,SCORED,SCORED,sheltered_with_mrt_lrt_exit_access_connector,sheltered_with_mrt_lrt_exit_access_connector
048824,60.0,60.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,SCORED,SCORED,sheltered_with_mrt_lrt_exit_access_connector,sheltered_with_mrt_lrt_exit_access_connector
048825,44.6,44.6,0.0,0.0,0.0,0.0,0.44,0.44,0.0,SCORED,SCORED,sheltered,sheltered
048826,62.6,62.6,0.0,100.0,100.0,0.0,0.348,0.348,0.0,SCORED,SCORED,sheltered,sheltered
048828,63.9,63.9,0.0,100.0,100.0,0.0,0.358,0.358,0.0,SCORED,SCORED,sheltered,sheltered
048829,63.7,63.7,0.0,100.0,100.0,0.0,0.357,0.357,0.0,SCORED,SCORED,sheltered,sheltered
048830,63.5,63.5,0.0,100.0,100.0,0.0,0.355,0.355,0.0,SCORED,SCORED,sheltered,sheltered
048831,66.0,66.0,0.0,100.0,100.0,0.0,0.379,0.379,0.0,SCORED,SCORED,sheltered,sheltered
048832,66.2,66.2,0.0,100.0,100.0,0.0,0.382,0.382,0.0,SCORED,SCORED,sheltered,sheltered
048833,66.4,66.4,0.0,100.0,100.0,0.0,0.383,0.383,0.0,SCORED,SCORED,sheltered,sheltered
048834,69.2,69.2,0.0,100.0,100.0,0.0,0.408,0.408,0.0,SCORED,SCORED,sheltered,sheltered
048941,42.5,42.5,0.0,0.0,0.0,0.0,0.138,0.138,0.0,SCORED,SCORED,sheltered,sheltered
048942,50.6,50.6,0.0,0.0,0.0,0.0,0.253,0.253,0.0,SCORED,SCORED,sheltered,sheltered
048943,89.8,89.8,0.0,100.0,100.0,0.0,0.8,0.8,0.0,SCORED,SCORED,sheltered,sheltered
048946,78.2,78.2,0.0,100.0,100.0,0.0,0.574,0.574,0.0,SCORED,SCORED,sheltered,sheltered
048947,62.6,62.6,0.0,97.5,97.5,0.0,0.152,0.152,0.0,SCORED,SCORED,sheltered,sheltered
048948,62.8,62.8,0.0,97.5,97.5,0.0,0.157,0.157,0.0,SCORED,SCORED,sheltered,sheltered
048979,48.8,48.8,0.0,0.0,0.0,0.0,0.503,0.503,0.0,SCORED,SCORED,sheltered,sheltered
048980,48.8,48.8,0.0,0.0,0.0,0.0,0.504,0.504,0.0,SCORED,SCORED,sheltered,sheltered
049014,70.5,70.5,0.0,100.0,100.0,0.0,0.512,0.512,0.0,SCORED,SCORED,sheltered,sheltered
049015,65.3,65.3,0.0,100.0,100.0,0.0,0.204,0.204,0.0,SCORED,SCORED,sheltered,sheltered
049016,65.2,65.2,0.0,100.0,100.0,0.0,0.203,0.203,0.0,SCORED,SCORED,sheltered,sheltered
049017,63.6,63.6,0.0,100.0,100.0,0.0,0.193,0.193,0.0,SCORED,SCORED,sheltered,sheltered
049018,63.7,63.7,0.0,100.0,100.0,0.0,0.194,0.194,0.0,SCORED,SCORED,sheltered,sheltered
049019,63.8,63.8,0.0,100.0,100.0,0.0,0.194,0.194,0.0,SCORED,SCORED,sheltered,sheltered
049021,63.5,63.5,0.0,100.0,100.0,0.0,0.192,0.192,0.0,SCORED,SCORED,sheltered,sheltered
049023,63.0,63.0,0.0,100.0,100.0,0.0,0.19,0.19,0.0,SCORED,SCORED,sheltered,sheltered
049024,62.8,62.8,0.0,100.0,100.0,0.0,0.188,0.188,0.0,SCORED,SCORED,sheltered,sheltered
049025,62.5,62.5,0.0,100.0,100.0,0.0,0.186,0.186,0.0,SCORED,SCORED,sheltered,sheltered
049026,62.2,62.2,0.0,100.0,100.0,0.0,0.185,0.185,0.0,SCORED,SCORED,sheltered,sheltered
049027,64.2,64.2,0.0,100.0,100.0,0.0,0.365,0.365,0.0,SCORED,SCORED,sheltered,sheltered
049028,64.6,64.6,0.0,100.0,100.0,0.0,0.368,0.368,0.0,SCORED,SCORED,sheltered,sheltered
049031,63.3,63.3,0.0,100.0,100.0,0.0,0.353,0.353,0.0,SCORED,SCORED,sheltered,sheltered
049032,62.9,62.9,0.0,100.0,100.0,0.0,0.35,0.35,0.0,SCORED,SCORED,sheltered,sheltered
049033,62.6,62.6,0.0,100.0,100.0,0.0,0.348,0.348,0.0,SCORED,SCORED,sheltered,sheltered
049034,40.3,40.3,0.0,0.0,0.0,0.0,0.175,0.175,0.0,SCORED,SCORED,sheltered,sheltered
049035,40.5,40.5,0.0,0.0,0.0,0.0,0.176,0.176,0.0,SCORED,SCORED,sheltered,sheltered
049036,41.4,41.4,0.0,0.0,0.0,0.0,0.18,0.18,0.0,SCORED,SCORED,sheltered,sheltered
049037,41.4,41.4,0.0,0.0,0.0,0.0,0.18,0.18,0.0,SCORED,SCORED,sheltered,sheltered
049144,60.0,60.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,SCORED,SCORED,sheltered,sheltered
049145,65.2,65.2,0.0,100.0,100.0,0.0,0.131,0.131,0.0,SCORED,SCORED,sheltered,sheltered
049178,64.0,64.0,0.0,100.0,100.0,0.0,0.075,0.075,0.0,SCORED,SCORED,sheltered,sheltered
049213,66.2,66.2,0.0,100.0,100.0,0.0,0.381,0.381,0.0,SCORED,SCORED,sheltered,sheltered
049215,59.0,59.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,SCORED,SCORED,sheltered,sheltered
049246,95.6,95.6,0.0,100.0,100.0,0.0,0.915,0.915,0.0,SCORED,SCORED,sheltered,sheltered
049247,74.8,74.8,0.0,100.0,100.0,0.0,0.523,0.523,0.0,SCORED,SCORED,sheltered,sheltered
049315,79.0,79.0,0.0,100.0,100.0,0.0,0.469,0.469,0.0,SCORED,SCORED,sheltered_with_mrt_lrt_exit_access_connector,sheltered_with_mrt_lrt_exit_access_connector
049317,59.8,79.8,20.0,0.0,100.0,100.0,0.436,0.436,0.0,SCORED,SCORED,sheltered,sheltered
049318,86.1,86.1,0.0,100.0,100.0,0.0,0.643,0.643,0.0,SCORED,SCORED,sheltered_with_mrt_lrt_exit_access_connector,sheltered_with_mrt_lrt_exit_access_connector
049319,66.0,66.0,0.0,100.0,100.0,0.0,0.102,0.102,0.0,SCORED,SCORED,sheltered,sheltered
049320,74.4,74.4,0.0,100.0,100.0,0.0,0.355,0.355,0.0,SCORED,SCORED,sheltered,sheltered
049321,72.3,72.3,0.0,100.0,100.0,0.0,0.34,0.34,0.0,SCORED,SCORED,sheltered,sheltered
049322,78.9,78.9,0.0,100.0,100.0,0.0,0.468,0.468,0.0,SCORED,SCORED,sheltered_with_mrt_lrt_exit_access_connector,sheltered_with_mrt_lrt_exit_access_connector
049323,59.3,59.3,0.0,100.0,100.0,0.0,0.114,0.114,0.0,SCORED,SCORED,sheltered,sheltered
049325,80.1,80.1,0.0,100.0,100.0,0.0,0.469,0.469,0.0,SCORED,SCORED,sheltered,sheltered
049326,79.2,79.2,0.0,100.0,100.0,0.0,0.476,0.476,0.0,SCORED,SCORED,sheltered_with_mrt_lrt_exit_access_connector,sheltered_with_mrt_lrt_exit_access_connector
049327,51.3,51.3,0.0,0.0,0.0,0.0,0.475,0.475,0.0,SCORED,SCORED,sheltered,sheltered
049357,73.3,73.3,0.0,100.0,100.0,0.0,0.399,0.399,0.0,SCORED,SCORED,sheltered,sheltered
049358,74.7,74.7,0.0,100.0,100.0,0.0,0.414,0.414,0.0,SCORED,SCORED,sheltered,sheltered
049359,72.1,72.1,0.0,100.0,100.0,0.0,0.387,0.387,0.0,SCORED,SCORED,sheltered,sheltered
049360,72.0,72.0,0.0,100.0,100.0,0.0,0.386,0.386,0.0,SCORED,SCORED,sheltered,sheltered
049361,70.9,70.9,0.0,100.0,100.0,0.0,0.376,0.376,0.0,SCORED,SCORED,sheltered,sheltered
049362,73.5,73.5,0.0,100.0,100.0,0.0,0.575,0.575,0.0,SCORED,SCORED,sheltered,sheltered
049363,70.3,70.3,0.0,100.0,100.0,0.0,0.37,0.37,0.0,SCORED,SCORED,sheltered,sheltered
049364,69.8,69.8,0.0,100.0,100.0,0.0,0.365,0.365,0.0,SCORED,SCORED,sheltered,sheltered
049365,72.6,72.6,0.0,100.0,100.0,0.0,0.565,0.565,0.0,SCORED,SCORED,sheltered,sheltered
049366,68.7,68.7,0.0,100.0,100.0,0.0,0.355,0.355,0.0,SCORED,SCORED,sheltered,sheltered
049367,68.8,68.8,0.0,100.0,100.0,0.0,0.356,0.356,0.0,SCORED,SCORED,sheltered,sheltered
049368,71.4,71.4,0.0,100.0,100.0,0.0,0.552,0.552,0.0,SCORED,SCORED,sheltered,sheltered
049369,68.0,68.0,0.0,100.0,100.0,0.0,0.349,0.349,0.0,SCORED,SCORED,sheltered,sheltered
049370,47.3,47.3,0.0,0.0,0.0,0.0,0.217,0.217,0.0,SCORED,SCORED,sheltered,sheltered
049371,47.3,47.3,0.0,0.0,0.0,0.0,0.218,0.218,0.0,SCORED,SCORED,sheltered,sheltered
049372,47.2,47.2,0.0,0.0,0.0,0.0,0.217,0.217,0.0,SCORED,SCORED,sheltered,sheltered
049373,46.0,46.0,0.0,0.0,0.0,0.0,0.209,0.209,0.0,SCORED,SCORED,sheltered,sheltered
049374,46.1,46.1,0.0,0.0,0.0,0.0,0.209,0.209,0.0,SCORED,SCORED,sheltered,sheltered
049376,71.4,71.4,0.0,100.0,100.0,0.0,0.521,0.521,0.0,SCORED,SCORED,sheltered,sheltered
049377,45.6,45.6,0.0,0.0,0.0,0.0,0.206,0.206,0.0,SCORED,SCORED,sheltered,sheltered
049378,45.1,45.1,0.0,0.0,0.0,0.0,0.203,0.203,0.0,SCORED,SCORED,sheltered,sheltered
049379,44.5,44.5,0.0,0.0,0.0,0.0,0.198,0.198,0.0,SCORED,SCORED,sheltered,sheltered
049380,44.5,44.5,0.0,0.0,0.0,0.0,0.199,0.199,0.0,SCORED,SCORED,sheltered,sheltered
049381,43.6,43.6,0.0,0.0,0.0,0.0,0.193,0.193,0.0,SCORED,SCORED,sheltered,sheltered
049382,43.7,43.7,0.0,0.0,0.0,0.0,0.194,0.194,0.0,SCORED,SCORED,sheltered,sheltered
049383,43.1,43.1,0.0,0.0,0.0,0.0,0.19,0.19,0.0,SCORED,SCORED,sheltered,sheltered
049384,43.1,43.1,0.0,0.0,0.0,0.0,0.19,0.19,0.0,SCORED,SCORED,sheltered,sheltered
049385,42.6,42.6,0.0,0.0,0.0,0.0,0.187,0.187,0.0,SCORED,SCORED,sheltered,sheltered
049386,42.0,42.0,0.0,0.0,0.0,0.0,0.183,0.183,0.0,SCORED,SCORED,sheltered,sheltered
049387,42.0,42.0,0.0,0.0,0.0,0.0,0.183,0.183,0.0,SCORED,SCORED,sheltered,sheltered
049388,41.2,41.2,0.0,0.0,0.0,0.0,0.179,0.179,0.0,SCORED,SCORED,sheltered,sheltered
049389,41.2,41.2,0.0,0.0,0.0,0.0,0.179,0.179,0.0,SCORED,SCORED,sheltered,sheltered
049390,40.7,40.7,0.0,0.0,0.0,0.0,0.448,0.448,0.0,SCORED,SCORED,sheltered,sheltered
049391,40.7,40.7,0.0,0.0,0.0,0.0,0.448,0.448,0.0,SCORED,SCORED,sheltered,sheltered
049392,41.0,41.0,0.0,0.0,0.0,0.0,0.443,0.443,0.0,SCORED,SCORED,sheltered,sheltered
049393,41.0,41.0,0.0,0.0,0.0,0.0,0.443,0.443,0.0,SCORED,SCORED,sheltered,sheltered
049394,41.2,41.2,0.0,0.0,0.0,0.0,0.439,0.439,0.0,SCORED,SCORED,sheltered,sheltered
049395,40.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SCORED,SCORED,sheltered_with_mrt_lrt_exit_access_connector,sheltered_with_mrt_lrt_exit_access_connector
049396,40.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SCORED,SCORED,sheltered_with_mrt_lrt_exit_access_connector,sheltered_with_mrt_lrt_exit_access_connector
049397,40.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SCORED,SCORED,sheltered_with_mrt_lrt_exit_access_connector,sheltered_with_mrt_lrt_exit_access_connector
049398,40.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SCORED,SCORED,sheltered_with_mrt_lrt_exit_access_connector,sheltered_with_mrt_lrt_exit_access_connector
049400,40.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SCORED,SCORED,sheltered_with_mrt_lrt_exit_access_connector,sheltered_with_mrt_lrt_exit_access_connector
049401,40.8,40.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SCORED,SCORED,sheltered,sheltered
049402,40.8,40.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SCORED,SCORED,sheltered,sheltered
049403,40.6,40.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SCORED,SCORED,sheltered,sheltered
049404,40.3,40.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SCORED,SCORED,sheltered_with_mrt_lrt_exit_access_connector,sheltered_with_mrt_lrt_exit_access_connector
049405,40.3,40.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SCORED,SCORED,sheltered_with_mrt_lrt_exit_access_connector,sheltered_with_mrt_lrt_exit_access_connector
049406,41.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SCORED,SCORED,sheltered,sheltered
049407,40.2,40.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SCORED,SCORED,sheltered,sheltered
049409,40.8,40.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SCORED,SCORED,sheltered,sheltered
049411,40.8,40.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SCORED,SCORED,sheltered,sheltered
049412,40.8,40.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SCORED,SCORED,sheltered,sheltered
049413,40.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SCORED,SCORED,sheltered_with_mrt_lrt_exit_access_connector,sheltered_with_mrt_lrt_exit_access_connector
049415,40.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SCORED,SCORED,sheltered_with_mrt_lrt_exit_access_connector,sheltered_with_mrt_lrt_exit_access_connector
049416,40.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SCORED,SCORED,sheltered_with_mrt_lrt_exit_access_connector,sheltered_with_mrt_lrt_exit_access_connector
049417,40.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SCORED,SCORED,sheltered_with_mrt_lrt_exit_access_connector,sheltered_with_mrt_lrt_exit_access_connector
049418,40.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SCORED,SCORED,sheltered_with_mrt_lrt_exit_access_connector,sheltered_with_mrt_lrt_exit_access_connector
049419,45.4,45.4,0.0,0.0,0.0,0.0,0.446,0.446,0.0,SCORED,SCORED,sheltered,sheltered
049420,45.7,45.7,0.0,0.0,0.0,0.0,0.448,0.448,0.0,SCORED,SCORED,sheltered,sheltered
049421,45.9,45.9,0.0,0.0,0.0,0.0,0.45,0.45,0.0,SCORED,SCORED,sheltered,sheltered
049422,46.5,46.5,0.0,0.0,0.0,0.0,0.455,0.455,0.0,SCORED,SCORED,sheltered,sheltered
049423,46.6,46.6,0.0,0.0,0.0,0.0,0.456,0.456,0.0,SCORED,SCORED,sheltered,sheltered
049426,41.9,41.9,0.0,0.0,0.0,0.0,0.183,0.183,0.0,SCORED,SCORED,sheltered,sheltered
049427,41.9,41.9,0.0,0.0,0.0,0.0,0.183,0.183,0.0,SCORED,SCORED,sheltered,sheltered
049428,41.8,41.8,0.0,0.0,0.0,0.0,0.183,0.183,0.0,SCORED,SCORED,sheltered,sheltered
049429,42.6,42.6,0.0,0.0,0.0,0.0,0.187,0.187,0.0,SCORED,SCORED,sheltered,sheltered
049430,42.6,42.6,0.0,0.0,0.0,0.0,0.187,0.187,0.0,SCORED,SCORED,sheltered,sheltered
049431,42.5,42.5,0.0,0.0,0.0,0.0,0.187,0.187,0.0,SCORED,SCORED,sheltered,sheltered
049432,42.4,42.4,0.0,0.0,0.0,0.0,0.186,0.186,0.0,SCORED,SCORED,sheltered,sheltered
049433,64.6,64.6,0.0,100.0,100.0,0.0,0.199,0.199,0.0,SCORED,SCORED,sheltered,sheltered
049434,70.8,70.8,0.0,100.0,100.0,0.0,0.515,0.515,0.0,SCORED,SCORED,sheltered,sheltered
049435,71.0,71.0,0.0,100.0,100.0,0.0,0.516,0.516,0.0,SCORED,SCORED,sheltered,sheltered
049436,70.9,70.9,0.0,100.0,100.0,0.0,0.521,0.521,0.0,SCORED,SCORED,sheltered,sheltered
049437,70.8,70.8,0.0,100.0,100.0,0.0,0.52,0.52,0.0,SCORED,SCORED,sheltered,sheltered
049438,70.4,70.4,0.0,100.0,100.0,0.0,0.538,0.538,0.0,SCORED,SCORED,sheltered,sheltered
049439,70.6,70.6,0.0,100.0,100.0,0.0,0.54,0.54,0.0,SCORED,SCORED,sheltered,sheltered
049441,71.4,71.4,0.0,100.0,100.0,0.0,0.552,0.552,0.0,SCORED,SCORED,sheltered,sheltered
049442,71.4,71.4,0.0,100.0,100.0,0.0,0.552,0.552,0.0,SCORED,SCORED,sheltered,sheltered
049443,71.4,71.4,0.0,100.0,100.0,0.0,0.552,0.552,0.0,SCORED,SCORED,sheltered,sheltered
049444,71.4,71.4,0.0,100.0,100.0,0.0,0.552,0.552,0.0,SCORED,SCORED,sheltered,sheltered
049479,60.0,60.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,SCORED,SCORED,sheltered_with_bus_stop_access_connector,sheltered_with_bus_stop_access_connector
049480,60.0,60.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,SCORED,SCORED,sheltered_with_bus_stop_access_connector,sheltered_with_bus_stop_access_connector
049481,60.6,60.6,0.0,100.0,100.0,0.0,0.015,0.015,0.0,SCORED,SCORED,sheltered,sheltered
049482,60.0,60.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,SCORED,SCORED,sheltered,sheltered
049483,59.0,59.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,SCORED,SCORED,sheltered,sheltered
049513,40.1,60.1,20.0,0.0,100.0,100.0,0.116,0.116,0.0,SCORED,SCORED,sheltered,sheltered
049514,61.8,61.8,0.0,100.0,100.0,0.0,0.0,0.0,0.0,SCORED,SCORED,sheltered,sheltered
049515,60.0,60.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,SCORED,SCORED,sheltered,sheltered
049560,97.1,97.1,0.0,100.0,100.0,0.0,0.927,0.927,0.0,SCORED,SCORED,sheltered,sheltered
049561,60.0,60.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,SCORED,SCORED,sheltered,sheltered
049562,60.0,60.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,SCORED,SCORED,sheltered,sheltered
049563,60.0,60.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,SCORED,SCORED,sheltered,sheltered
049564,60.0,60.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,SCORED,SCORED,sheltered,sheltered
049565,60.0,60.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,SCORED,SCORED,sheltered,sheltered
049566,60.0,60.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,SCORED,SCORED,sheltered,sheltered
049567,60.0,60.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,SCORED,SCORED,sheltered,sheltered
049568,60.0,60.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,SCORED,SCORED,sheltered,sheltered
049570,60.0,60.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,SCORED,SCORED,sheltered,sheltered
049704,89.0,89.0,0.0,100.0,100.0,0.0,0.749,0.749,0.0,SCORED,SCORED,sheltered,sheltered
049705,83.4,83.4,0.0,100.0,100.0,0.0,0.654,0.654,0.0,SCORED,SCORED,sheltered,sheltered
049709,60.0,60.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,SCORED,SCORED,sheltered_with_mrt_lrt_exit_access_connector,sheltered_with_mrt_lrt_exit_access_connector
049710,60.0,60.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,SCORED,SCORED,sheltered_with_mrt_lrt_exit_access_connector,sheltered_with_mrt_lrt_exit_access_connector
049711,60.0,60.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,SCORED,SCORED,sheltered_with_bus_stop_access_connector,sheltered_with_bus_stop_access_connector
049712,67.8,68.3,0.5,97.5,100.0,2.5,0.478,0.478,0.0,SCORED,SCORED,sheltered,sheltered
049745,40.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SCORED,SCORED,sheltered_with_mrt_lrt_exit_access_connector,sheltered_with_mrt_lrt_exit_access_connector
049747,40.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SCORED,SCORED,sheltered_with_mrt_lrt_exit_access_connector,sheltered_with_mrt_lrt_exit_access_connector
049748,40.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SCORED,SCORED,sheltered_with_mrt_lrt_exit_access_connector,sheltered_with_mrt_lrt_exit_access_connector
049816,41.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SCORED,SCORED,sheltered,sheltered
049817,40.3,40.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SCORED,SCORED,sheltered,sheltered
049818,40.9,40.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SCORED,SCORED,sheltered,sheltered
049819,40.9,40.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SCORED,SCORED,sheltered,sheltered
049820,40.6,40.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SCORED,SCORED,sheltered,sheltered
049821,40.3,40.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SCORED,SCORED,sheltered_with_mrt_lrt_exit_access_connector,sheltered_with_mrt_lrt_exit_access_connector
049822,40.3,40.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SCORED,SCORED,sheltered_with_mrt_lrt_exit_access_connector,sheltered_with_mrt_lrt_exit_access_connector
049823,40.2,40.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SCORED,SCORED,sheltered,sheltered
049824,40.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SCORED,SCORED,sheltered_with_mrt_lrt_exit_access_connector,sheltered_with_mrt_lrt_exit_access_connector
049825,40.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SCORED,SCORED,sheltered_with_mrt_lrt_exit_access_connector,sheltered_with_mrt_lrt_exit_access_connector
049826,40.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SCORED,SCORED,sheltered_with_mrt_lrt_exit_access_connector,sheltered_with_mrt_lrt_exit_access_connector
049828,40.2,40.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SCORED,SCORED,sheltered,sheltered
049829,40.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SCORED,SCORED,sheltered_with_mrt_lrt_exit_access_connector,sheltered_with_mrt_lrt_exit_access_connector
049830,40.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SCORED,SCORED,sheltered_with_mrt_lrt_exit_access_connector,sheltered_with_mrt_lrt_exit_access_connector
049831,40.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SCORED,SCORED,sheltered_with_mrt_lrt_exit_access_connector,sheltered_with_mrt_lrt_exit_access_connector
049832,40.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SCORED,SCORED,sheltered_with_mrt_lrt_exit_access_connector,sheltered_with_mrt_lrt_exit_access_connector
049833,40.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SCORED,SCORED,sheltered_with_mrt_lrt_exit_access_connector,sheltered_with_mrt_lrt_exit_access_connector
049834,40.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SCORED,SCORED,sheltered_with_mrt_lrt_exit_access_connector,sheltered_with_mrt_lrt_exit_access_connector
049835,40.7,40.7,0.0,0.0,0.0,0.0,0.448,0.448,0.0,SCORED,SCORED,sheltered,sheltered
049836,41.2,41.2,0.0,0.0,0.0,0.0,0.179,0.179,0.0,SCORED,SCORED,sheltered,sheltered
049837,41.8,41.8,0.0,0.0,0.0,0.0,0.183,0.183,0.0,SCORED,SCORED,sheltered,sheltered
049838,40.9,40.9,0.0,0.0,0.0,0.0,0.178,0.178,0.0,SCORED,SCORED,sheltered,sheltered
049839,42.5,42.5,0.0,0.0,0.0,0.0,0.187,0.187,0.0,SCORED,SCORED,sheltered,sheltered
049840,41.3,41.3,0.0,0.0,0.0,0.0,0.18,0.18,0.0,SCORED,SCORED,sheltered,sheltered
049841,41.4,41.4,0.0,0.0,0.0,0.0,0.18,0.18,0.0,SCORED,SCORED,sheltered,sheltered
049842,43.6,43.6,0.0,0.0,0.0,0.0,0.193,0.193,0.0,SCORED,SCORED,sheltered,sheltered
049843,43.6,43.6,0.0,0.0,0.0,0.0,0.193,0.193,0.0,SCORED,SCORED,sheltered,sheltered
049844,40.8,40.8,0.0,0.0,0.0,0.0,0.177,0.177,0.0,SCORED,SCORED,sheltered,sheltered
049845,45.1,45.1,0.0,0.0,0.0,0.0,0.203,0.203,0.0,SCORED,SCORED,sheltered,sheltered
049846,45.6,45.6,0.0,0.0,0.0,0.0,0.206,0.206,0.0,SCORED,SCORED,sheltered,sheltered
049847,44.2,44.2,0.0,0.0,0.0,0.0,0.197,0.197,0.0,SCORED,SCORED,sheltered,sheltered
049848,46.0,46.0,0.0,0.0,0.0,0.0,0.209,0.209,0.0,SCORED,SCORED,sheltered,sheltered
049849,47.3,47.3,0.0,0.0,0.0,0.0,0.218,0.218,0.0,SCORED,SCORED,sheltered,sheltered
049850,47.4,47.4,0.0,0.0,0.0,0.0,0.218,0.218,0.0,SCORED,SCORED,sheltered,sheltered
049851,47.4,47.4,0.0,0.0,0.0,0.0,0.218,0.218,0.0,SCORED,SCORED,sheltered,sheltered
049852,68.2,68.2,0.0,100.0,100.0,0.0,0.35,0.35,0.0,SCORED,SCORED,sheltered,sheltered
049853,68.1,68.1,0.0,100.0,100.0,0.0,0.35,0.35,0.0,SCORED,SCORED,sheltered,sheltered
049854,69.1,69.1,0.0,100.0,100.0,0.0,0.359,0.359,0.0,SCORED,SCORED,sheltered,sheltered
049855,69.5,69.5,0.0,100.0,100.0,0.0,0.362,0.362,0.0,SCORED,SCORED,sheltered,sheltered
049856,69.5,69.5,0.0,100.0,100.0,0.0,0.362,0.362,0.0,SCORED,SCORED,sheltered,sheltered
049857,69.7,69.7,0.0,100.0,100.0,0.0,0.364,0.364,0.0,SCORED,SCORED,sheltered,sheltered
049858,46.1,46.1,0.0,0.0,0.0,0.0,0.268,0.268,0.0,SCORED,SCORED,sheltered,sheltered
049859,48.0,48.0,0.0,0.0,0.0,0.0,0.283,0.283,0.0,SCORED,SCORED,sheltered,sheltered
049860,70.9,70.9,0.0,100.0,100.0,0.0,0.375,0.375,0.0,SCORED,SCORED,sheltered,sheltered
049861,70.8,70.8,0.0,100.0,100.0,0.0,0.374,0.374,0.0,SCORED,SCORED,sheltered,sheltered
049862,71.9,71.9,0.0,100.0,100.0,0.0,0.385,0.385,0.0,SCORED,SCORED,sheltered,sheltered
049863,71.8,71.8,0.0,100.0,100.0,0.0,0.384,0.384,0.0,SCORED,SCORED,sheltered,sheltered
049864,73.2,73.2,0.0,100.0,100.0,0.0,0.398,0.398,0.0,SCORED,SCORED,sheltered,sheltered
049865,73.4,73.4,0.0,100.0,100.0,0.0,0.4,0.4,0.0,SCORED,SCORED,sheltered,sheltered
